Full Complaint ID,Complaint Year Number,Month Number,Complaint Precinct Code,Patrol Borough Name,County,Law Code Category Description,Offense Description,PD Code Description,Bias Motive Description,Offense Category,Arrest Date,Arrest Id,NYS_Specified,NIBRS_Code,NIBRS_Group,Crime_Against,DCJS_Hate_Crimes,Violent
202207212528017,2022,6,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2022-07-29,K34703846,1,13C,A,Person,1,0
202207012522917,2022,7,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-08-30,K34708427,1,13B,A,Person,1,1
202207513031117,2022,6,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-06-20,K34698043,1,120,A,Property,1,0
202207012522217,2022,7,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-08-30,K34708425,1,13A,A,Person,1,1
202406712163017,2024,1,67,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2024-03-11,K36686435,1,13C,A,Person,1,0
202207513031117,2022,6,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-10-04,K34713603,1,120,A,Property,1,0
202307712817217,2023,12,77,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-12-01,K35733591,1,13B,A,Person,1,1
202304512253817,2023,3,45,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,2023-03-20,B35683866,1,13A,A,Person,1,1
202108412135017,2021,2,84,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-03-13,K33681624,1,13C,A,Person,1,0
202307012593917,2023,7,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-10-04,K35722606,1,13C,A,Person,1,0
202307712817217,2023,12,77,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-12-01,K35733594,1,13B,A,Person,1,1
202309012814717,2023,11,90,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-12-17,K35736399,1,13A,A,Person,1,1
202301812966717,2023,10,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-01-18,M36675054,1,13C,A,Person,1,0
201911512784517,2019,9,115,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2020-01-22,Q32674328,1,13A,A,Person,1,1
202111012313717,2021,4,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,2021-04-19,Q33682366,1,13B,A,Person,1,1
202207812373917,2022,7,78,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-07-17,K34702073,1,13C,A,Person,1,0
202308312940417,2023,11,83,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-11-22,K35731969,1,13B,A,Person,1,1
202406712163117,2024,1,67,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2024-03-11,K36686426,1,13A,A,Person,1,1
202300912427917,2023,6,9,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-06-22,M36703039,1,13B,A,Person,1,1
202300912428017,2023,6,9,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-06-22,M36703040,1,13B,A,Person,1,1
201910112540217,2019,10,101,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,2019-10-15,Q31710151,1,13A,A,Person,1,1
202010112462317,2020,9,101,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MURDER & NON-NEGL. MANSLAUGHTE,"MANSLAUGHTER,UNCLASSIFIED - NO",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2020-09-07,Q32693311,1,09A,A,Person,1,1
202408312649317,2024,8,83,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-08-13,K36719459,1,13A,A,Person,1,1
201903212465317,2019,7,32,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2019-07-09,M31702800,1,290,A,Property,1,0
202102412327917,2021,7,24,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-12-06,M33711411,1,13B,A,Person,1,1
202110812497217,2021,7,108,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-09-07,Q33695575,1,13B,A,Person,1,1
202206212478117,2022,6,62,PATROL BORO BKLYN SOUTH,KINGS,FELONY,KIDNAPPING & RELATED OFFENSES,"IMPRISONMENT 1,UNLAWFUL",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-06-27,K34699033,1,100,A,Person,1,1
202207212527717,2022,9,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2022-07-29,K34703840,1,13C,A,Person,1,0
202207212527917,2022,7,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2022-07-29,K34703842,1,13C,A,Person,1,0
202308312592417,2023,7,83,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,2023-08-29,K35716168,1,13C,A,Person,1,0
202307712817017,2023,12,77,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-12-01,K35733591,1,13B,A,Person,1,1
201902512693417,2019,9,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2019-09-05,M31712034,1,13A,A,Person,1,1
201902512693417,2019,9,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2019-09-05,M31712037,1,13A,A,Person,1,1
202409012378817,2024,5,90,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,2024-05-22,K36701409,1,13A,A,Person,1,1
201900912215017,2019,3,9,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2019-05-10,M31693499,1,13B,A,Person,1,1
202108112478917,2021,9,81,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-09-11,K33703368,1,13B,A,Person,1,1
202207212528217,2022,3,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2022-07-29,K34703847,1,13C,A,Person,1,0
202210412720717,2022,8,104,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-09-25,Q34702377,1,13A,A,Person,1,1
202311512358717,2023,3,115,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-03-25,Q35683299,1,13A,A,Person,1,1
202310612376017,2023,5,106,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-05-24,Q35691737,1,290,A,Property,1,0
202411412309317,2024,2,114,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-04-05,Q36687092,1,13A,A,Person,1,1
202410912629717,2024,5,109,PATROL BORO QUEENS NORTH,QUEENS,FELONY,ROBBERY,"ROBBERY,ON BUS/ OR BUS DRIVER",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-05-24,Q36695101,1,120,A,Property,1,0
202410912629717,2024,5,109,PATROL BORO QUEENS NORTH,QUEENS,FELONY,ROBBERY,"ROBBERY,ON BUS/ OR BUS DRIVER",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-06-11,Q36698087,1,120,A,Property,1,0
202307012626517,2023,7,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MURDER & NON-NEGL. MANSLAUGHTE,"MANSLAUGHTER,UNCLASSIFIED - NO",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-08-04,K35711610,1,09A,A,Person,1,1
202308312689217,2023,8,83,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,SEX CRIMES,"SEXUAL ABUSE 3,2",ANTI-TRANSGENDER,Gender,2023-08-20,K35714634,1,11D,A,Person,1,1
202308412551117,2023,8,84,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-10-10,K35723746,1,13A,A,Person,1,1
201903312542117,2019,11,33,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2019-11-11,M31721880,1,13A,A,Person,1,1
202102812664617,2021,12,28,PATROL BORO MAN NORTH,NEW YORK,FELONY,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",ANTI-TRANSGENDER,Gender,2022-03-18,M34682006,1,120,A,Property,1,0
202200712278717,2022,4,7,PATROL BORO MAN SOUTH,NEW YORK,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-04-26,M34687516,1,120,A,Property,1,0
202200512640617,2022,12,5,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2023-01-05,M35672659,1,13A,A,Person,1,1
202406112385817,2024,5,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-05-24,K36701963,1,13A,A,Person,1,1
201901812274317,2019,3,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2019-03-17,M31684401,1,120,A,Property,1,0
202001012410217,2020,10,10,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2020-11-30,M32704105,1,13C,A,Person,1,0
202001812697817,2020,12,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2020-12-15,M32705927,1,13A,A,Person,1,1
202101412846917,2021,9,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-09-05,M33699519,1,13B,A,Person,1,1
202102512800817,2021,11,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,2021-11-30,M33710672,1,13B,A,Person,1,1
202107812395817,2021,9,78,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2021-09-23,K33704955,1,13A,A,Person,1,1
202207513031117,2022,6,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-06-20,K34698026,1,120,A,Property,1,0
202207513031117,2022,6,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-07-06,K34700416,1,120,A,Property,1,0
202107212531217,2021,9,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-07-29,K34703837,1,13C,A,Person,1,0
202207212528017,2022,6,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2022-07-29,K34703841,1,13C,A,Person,1,0
202200112808317,2022,9,1,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,MENACING 1ST DEGREE (VICT NOT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-09-16,K34711080,1,13C,A,Person,1,0
202207313180917,2022,11,73,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,2022-11-16,K34720635,1,13B,A,Person,1,1
202307812252817,2023,4,78,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-04-14,K35690831,1,13A,A,Person,1,1
202100612296417,2021,6,6,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-06-23,M33690930,1,13A,A,Person,1,1
202101812689817,2021,10,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-10-14,M33704604,1,13C,A,Person,1,0
202111512549617,2021,6,115,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,2021-06-29,Q33688706,1,13C,A,Person,1,0
202311312456117,2023,5,113,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,2023-12-27,Q35722094,1,13B,A,Person,1,1
202212112486517,2022,6,121,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-07-16,S34676876,1,13B,A,Person,1,1
202001012253017,2020,6,10,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2020-06-12,M32690599,1,13A,A,Person,1,1
202001312781717,2020,11,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-01-04,M33672323,1,13B,A,Person,1,1
202100112380817,2021,6,1,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-07-19,M33693696,1,13A,A,Person,1,1
202102512481117,2021,7,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-07-23,M33694197,1,13A,A,Person,1,1
202310812856717,2023,10,108,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-10-29,Q35714124,1,13C,A,Person,1,0
202411412309317,2024,2,114,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-03-08,Q36682859,1,13A,A,Person,1,1
202411413123617,2024,9,114,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-09-19,Q36715599,1,13B,A,Person,1,1
202201012389217,2022,7,10,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-07-28,M34700310,1,13A,A,Person,1,1
202301812292717,2023,3,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-03-22,M35684045,1,13B,A,Person,1,1
202303012366517,2023,7,30,PATROL BORO MAN NORTH,NEW YORK,FELONY,ROBBERY,"ROBBERY,COMMERCIAL UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-08-06,M35705229,1,120,A,Property,1,0
202302012434617,2023,9,20,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-10-03,M35714293,1,290,A,Property,1,0
202311313035317,2023,11,113,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,FELONY ASSAULT,STRANGULATION 1ST,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,2023-11-02,Q35714704,1,13A,A,Person,1,1
202412112398517,2024,5,121,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-TRANSGENDER,Gender,2024-05-14,S36676410,1,120,A,Property,1,0
202406012516417,2024,6,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-06-30,K36710163,1,13B,A,Person,1,1
202101312435917,2021,6,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-06-21,M33690675,1,13B,A,Person,1,1
202101412871217,2021,9,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,STRANGULATION 1ST,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-09-11,M33700247,1,13A,A,Person,1,1
202202512205917,2022,3,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-03-04,M34679892,1,13C,A,Person,1,0
202200112266417,2022,3,1,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-03-15,M34681408,1,13A,A,Person,1,1
202101312139017,2021,2,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,2021-02-07,M33676050,1,13B,A,Person,1,1
202102812603617,2021,11,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-11-03,M33707356,1,13B,A,Person,1,1
201901312988617,2019,11,13,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Unclassified,2022-01-05,M34672420,1,13C,A,Person,1,0
202202612337017,2022,9,26,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Race/Color,2022-09-22,M34707615,1,13C,A,Person,1,0
202201912281317,2022,3,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-03-16,M34681598,1,13B,A,Person,1,1
202201312944517,2022,12,13,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2022-12-08,M34719049,1,13A,A,Person,1,1
202301812331717,2023,4,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-05-25,M35693823,1,13A,A,Person,1,1
202307812255917,2023,4,78,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-04-16,K35691115,1,13C,A,Person,1,0
202309012687117,2023,9,90,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-09-12,K35718539,1,13A,A,Person,1,1
202406912413717,2024,7,69,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2024-07-24,K36715226,1,13B,A,Person,1,1
202003012103417,2020,1,30,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-LGBT (MIXED GROUP),Sexual Orientation,2020-02-19,M32678917,1,13B,A,Person,1,1
202102512481117,2021,7,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-07-23,M33694199,1,13A,A,Person,1,1
202102512481117,2021,7,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-07-23,M33694200,1,13A,A,Person,1,1
202102812603717,2021,11,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2021-11-03,M33707370,1,13C,A,Person,1,0
202300912428017,2023,6,9,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-10-02,M35714207,1,13B,A,Person,1,1
202301012484717,2023,9,10,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,2023-10-09,M35715334,1,13A,A,Person,1,1
